"state","puma22","zcta","stab","ZIPName","PUMA22name","pop20","afact"
"State code","PUMA (2022)","ZIP census tabulation area","State abbr.","ZIP Code name","PUMA22 name","Total population (2020 Census)","puma22-to-zcta allocation factor"
"53","26302","99019","WA","Liberty Lake, WA","Spokane County (East Central)--Greater Spokane Valley City",12813,0.0875 
"53","26302","99023","WA","Mica, WA","Spokane County (East Central)--Greater Spokane Valley City",109,0.0007 
"53","26302","99025","WA","Newman Lake, WA","Spokane County (East Central)--Greater Spokane Valley City",2651,0.0181 
"53","26302","99027","WA","Otis Orchards, WA","Spokane County (East Central)--Greater Spokane Valley City",5306,0.0362 
"53","26302","99037","WA","Veradale, WA","Spokane County (East Central)--Greater Spokane Valley City",15907,0.1086 
"53","26302","99202","WA","Spokane, WA","Spokane County (East Central)--Greater Spokane Valley City",250,0.0017 
"53","26302","99206","WA","Spokane, WA","Spokane County (East Central)--Greater Spokane Valley City",39788,0.2716 
"53","26302","99212","WA","Spokane, WA","Spokane County (East Central)--Greater Spokane Valley City",20667,0.1411 
"53","26302","99216","WA","Spokane, WA","Spokane County (East Central)--Greater Spokane Valley City",27800,0.1898 
"53","26302","99217","WA","Spokane, WA","Spokane County (East Central)--Greater Spokane Valley City",3703,0.0253 
"53","26303","99004","WA","Cheney, WA","Spokane County (South Central)--Spokane City (South)",428,0.0031 
"53","26303","99026","WA","Nine Mile Falls, WA","Spokane County (South Central)--Spokane City (South)",34,0.0002 
"53","26303","99201","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",15716,0.1139 
"53","26303","99202","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",21719,0.1574 
"53","26303","99203","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",21072,0.1527 
"53","26303","99204","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",7000,0.0507 
"53","26303","99205","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",10552,0.0764 
"53","26303","99207","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",7118,0.0516 
"53","26303","99212","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",1005,0.0073 
"53","26303","99217","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",5,0 
"53","26303","99223","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",32545,0.2358 
"53","26303","99224","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",20302,0.1471 
"53","26303","99258","WA","Spokane, WA","Spokane County (South Central)--Spokane City (South)",530,0.0038 
"53","26304","99026","WA","Nine Mile Falls, WA","Spokane County (North Central)--Spokane City (North)",1046,0.0076 
"53","26304","99205","WA","Spokane, WA","Spokane County (North Central)--Spokane City (North)",33484,0.2437 
"53","26304","99207","WA","Spokane, WA","Spokane County (North Central)--Spokane City (North)",24941,0.1815 
"53","26304","99208","WA","Spokane, WA","Spokane County (North Central)--Spokane City (North)",49854,0.3629 
"53","26304","99217","WA","Spokane, WA","Spokane County (North Central)--Spokane City (North)",12057,0.0878 
"53","26304","99218","WA","Spokane, WA","Spokane County (North Central)--Spokane City (North)",14865,0.1082 
"53","26304","99251","WA","Spokane, WA","Spokane County (North Central)--Spokane City (North)",1133,0.0082 
"53","26500","83856","WA","Priest River, ID","Stevens, Okanogan, Pend Oreille & Ferry Counties",34,0.0003 
"53","26500","98812","WA","Brewster, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",3861,0.0354 
"53","26500","98813","WA","Bridgeport, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",543,0.005 
"53","26500","98814","WA","Carlton, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",525,0.0048 
"53","26500","98816","WA","Chelan, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",45,0.0004 
"53","26500","98819","WA","Conconully, WA (PO boxes)","Stevens, Okanogan, Pend Oreille & Ferry Counties",280,0.0026 
"53","26500","98827","WA","Loomis, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",337,0.0031 
"53","26500","98829","WA","Malott, WA (PO boxes)","Stevens, Okanogan, Pend Oreille & Ferry Counties",716,0.0066 
"53","26500","98833","WA","Mazama, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",240,0.0022 
"53","26500","98834","WA","Methow, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",246,0.0023 
"53","26500","98840","WA","Okanogan, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",4731,0.0434 
"53","26500","98841","WA","Omak, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",8984,0.0823 
"53","26500","98844","WA","Oroville, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",4599,0.0421 
"53","26500","98846","WA","Pateros, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1059,0.0097 
"53","26500","98849","WA","Riverside, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1220,0.0112 
"53","26500","98855","WA","Tonasket, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",6115,0.056 
"53","26500","98856","WA","Twisp, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",2776,0.0254 
"53","26500","98859","WA","Wauconda, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",230,0.0021 
"53","26500","98862","WA","Winthrop, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",2764,0.0253 
"53","26500","99006","WA","Deer Park, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",2262,0.0207 
"53","26500","99009","WA","Elk, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",831,0.0076 
"53","26500","99013","WA","Ford, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1576,0.0144 
"53","26500","99026","WA","Nine Mile Falls, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",5760,0.0528 
"53","26500","99034","WA","Tumtum, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",327,0.003 
"53","26500","99040","WA","Wellpinit, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",825,0.0076 
"53","26500","99101","WA","Addy, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1517,0.0139 
"53","26500","99109","WA","Chewelah, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",5016,0.046 
"53","26500","99110","WA","Clayton, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1659,0.0152 
"53","26500","99114","WA","Colville, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",12649,0.1159 
"53","26500","99116","WA","Coulee Dam, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1276,0.0117 
"53","26500","99118","WA","Curlew, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",786,0.0072 
"53","26500","99119","WA","Cusick, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1293,0.0118 
"53","26500","99121","WA","Danville, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",135,0.0012 
"53","26500","99122","WA","Davenport, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",90,0.0008 
"53","26500","99124","WA","Elmer City, WA (PO boxes)","Stevens, Okanogan, Pend Oreille & Ferry Counties",244,0.0022 
"53","26500","99126","WA","Evans, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",900,0.0082 
"53","26500","99129","WA","Fruitland, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",808,0.0074 
"53","26500","99131","WA","Gifford, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",144,0.0013 
"53","26500","99137","WA","Hunters, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",391,0.0036 
"53","26500","99138","WA","Inchelium, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1212,0.0111 
"53","26500","99139","WA","Ione, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1178,0.0108 
"53","26500","99140","WA","Keller, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",479,0.0044 
"53","26500","99141","WA","Kettle Falls, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",5737,0.0526 
"53","26500","99146","WA","Laurier, WA (PO boxes)","Stevens, Okanogan, Pend Oreille & Ferry Counties",81,0.0007 
"53","26500","99148","WA","Loon Lake, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",2324,0.0213 
"53","26500","99150","WA","Malo, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",373,0.0034 
"53","26500","99151","WA","Marcus, WA (PO boxes)","Stevens, Okanogan, Pend Oreille & Ferry Counties",215,0.002 
"53","26500","99152","WA","Metaline, WA (PO boxes)","Stevens, Okanogan, Pend Oreille & Ferry Counties",177,0.0016 
"53","26500","99153","WA","Metaline Falls, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",499,0.0046 
"53","26500","99155","WA","Nespelem, WA (PO boxes)","Stevens, Okanogan, Pend Oreille & Ferry Counties",1257,0.0115 
"53","26500","99156","WA","Newport, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",8353,0.0765 
"53","26500","99157","WA","Northport, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",683,0.0063 
"53","26500","99160","WA","Orient, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",86,0.0008 
"53","26500","99166","WA","Republic, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",3011,0.0276 
"53","26500","99167","WA","Rice, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",794,0.0073 
"53","26500","99173","WA","Springdale, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",1892,0.0173 
"53","26500","99180","WA","Usk, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",926,0.0085 
"53","26500","99181","WA","Valley, WA","Stevens, Okanogan, Pend Oreille & Ferry Counties",2057,0.0188 
"53","26701","98501","WA","Olympia, WA","Thurston County (Outer)",3345,0.0288 
"53","26701","98502","WA","Olympia, WA","Thurston County (Outer)",14477,0.1246 
"53","26701","98505","WA","Olympia, WA","Thurston County (Outer)",561,0.0048 
"53","26701","98506","WA","Olympia, WA","Thurston County (Outer)",6595,0.0568 
"53","26701","98512","WA","Olympia, WA","Thurston County (Outer)",17920,0.1543 
"53","26701","98513","WA","Olympia, WA","Thurston County (Outer)",8054,0.0693 
"53","26701","98516","WA","Olympia, WA","Thurston County (Outer)",8333,0.0717 
"53","26701","98530","WA","Bucoda, WA (PO boxes)","Thurston County (Outer)",641,0.0055 
"53","26701","98531","WA","Centralia, WA","Thurston County (Outer)",1960,0.0169 
"53","26701","98556","WA","Littlerock, WA (PO boxes)","Thurston County (Outer)",453,0.0039 
"53","26701","98568","WA","Oakville, WA","Thurston County (Outer)",7,0.0001 
"53","26701","98576","WA","Rainier, WA","Thurston County (Outer)",5388,0.0464 
"53","26701","98579","WA","Rochester, WA","Thurston County (Outer)",13095,0.1127 
"53","26701","98589","WA","Tenino, WA","Thurston County (Outer)",8091,0.0697 
"53","26701","98597","WA","Yelm, WA","Thurston County (Outer)",27233,0.2345 
"53","26702","98501","WA","Olympia, WA","Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",41929,0.2347 
"53","26702","98502","WA","Olympia, WA","Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",21145,0.1184 
"53","26702","98503","WA","Lacey, WA","Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",40346,0.2259 
"53","26702","98506","WA","Olympia, WA","Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",12603,0.0705 
"53","26702","98512","WA","Olympia, WA","Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",13502,0.0756 
"53","26702","98513","WA","Olympia, WA","Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",28005,0.1568 
"53","26702","98516","WA","Olympia, WA","Thurston County (Central)--Olympia, Lacey, & Tumwater Cities",21110,0.1182 
"53","27301","98220","WA","Acme, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",612,0.0054 
"53","27301","98226","WA","Bellingham, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",10592,0.0937 
"53","27301","98229","WA","Bellingham, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",5685,0.0503 
"53","27301","98230","WA","Blaine, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",18754,0.1659 
"53","27301","98237","WA","Concrete, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",20,0.0002 
"53","27301","98240","WA","Custer, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",3118,0.0276 
"53","27301","98244","WA","Deming, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",3134,0.0277 
"53","27301","98247","WA","Everson, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",9067,0.0802 
"53","27301","98248","WA","Ferndale, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",26053,0.2305 
"53","27301","98262","WA","Lummi Island, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",934,0.0083 
"53","27301","98264","WA","Lynden, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",23170,0.205 
"53","27301","98266","WA","Maple Falls, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",4097,0.0362 
"53","27301","98276","WA","Nooksack, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",1434,0.0127 
"53","27301","98281","WA","Point Roberts, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",1191,0.0105 
"53","27301","98283","WA","Rockport, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",49,0.0004 
"53","27301","98284","WA","Sedro Woolley, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",2216,0.0196 
"53","27301","98295","WA","Sumas, WA","Whatcom County (Outer)--Lynden, Ferndale & Blaine Cities",2899,0.0256 
"53","27302","98225","WA","Bellingham, WA","Whatcom County (South)--Greater Bellingham City",49078,0.4312 
"53","27302","98226","WA","Bellingham, WA","Whatcom County (South)--Greater Bellingham City",36419,0.32 
"53","27302","98229","WA","Bellingham, WA","Whatcom County (South)--Greater Bellingham City",27594,0.2424 
"53","27302","98248","WA","Ferndale, WA","Whatcom County (South)--Greater Bellingham City",731,0.0064 
"53","27500","98832","WA","Marlin, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",21,0.0002 
"53","27500","98857","WA","Warden, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",313,0.0029 
"53","27500","99004","WA","Cheney, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",25,0.0002 
"53","27500","99008","WA","Edwall, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",349,0.0032 
"53","27500","99013","WA","Ford, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",173,0.0016 
"53","27500","99017","WA","Lamont, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",167,0.0015 
"53","27500","99029","WA","Reardan, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",1049,0.0097 
"53","27500","99032","WA","Sprague, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",758,0.007 
"53","27500","99033","WA","Tekoa, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",918,0.0085 
"53","27500","99102","WA","Albion, WA (PO boxes)","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",544,0.005 
"53","27500","99103","WA","Almira, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",459,0.0043 
"53","27500","99105","WA","Benge, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",62,0.0006 
"53","27500","99111","WA","Colfax, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",4029,0.0373 
"53","27500","99113","WA","Colton, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",722,0.0067 
"53","27500","99117","WA","Creston, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",472,0.0044 
"53","27500","99122","WA","Davenport, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3899,0.0361 
"53","27500","99125","WA","Endicott, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",495,0.0046 
"53","27500","99128","WA","Farmington, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",280,0.0026 
"53","27500","99130","WA","Garfield, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",805,0.0075 
"53","27500","99133","WA","Grand Coulee, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",277,0.0026 
"53","27500","99134","WA","Harrington, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",598,0.0055 
"53","27500","99136","WA","Hay, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",24,0.0002 
"53","27500","99143","WA","Lacrosse, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",602,0.0056 
"53","27500","99144","WA","Lamona, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",26,0.0002 
"53","27500","99147","WA","Lincoln, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",236,0.0022 
"53","27500","99149","WA","Malden, WA (PO boxes)","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",219,0.002 
"53","27500","99154","WA","Mohler, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",24,0.0002 
"53","27500","99158","WA","Oakesdale, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",595,0.0055 
"53","27500","99159","WA","Odessa, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",1424,0.0132 
"53","27500","99161","WA","Palouse, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",1450,0.0134 
"53","27500","99163","WA","Pullman, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",34416,0.3187 
"53","27500","99169","WA","Ritzville, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",2487,0.023 
"53","27500","99170","WA","Rosalia, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",886,0.0082 
"53","27500","99171","WA","Saint John, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",975,0.009 
"53","27500","99174","WA","Steptoe, WA (PO boxes)","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",66,0.0006 
"53","27500","99176","WA","Thornton, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",169,0.0016 
"53","27500","99179","WA","Uniontown, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",541,0.005 
"53","27500","99185","WA","Wilbur, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",1374,0.0127 
"53","27500","99326","WA","Connell, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",37,0.0003 
"53","27500","99328","WA","Dayton, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3620,0.0335 
"53","27500","99333","WA","Hooper, WA (PO boxes)","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",39,0.0004 
"53","27500","99341","WA","Lind, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",788,0.0073 
"53","27500","99344","WA","Othello, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",16317,0.1511 
"53","27500","99347","WA","Pomeroy, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",2342,0.0217 
"53","27500","99348","WA","Prescott, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",18,0.0002 
"53","27500","99359","WA","Starbuck, WA (PO boxes)","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",155,0.0014 
"53","27500","99361","WA","Waitsburg, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",86,0.0008 
"53","27500","99371","WA","Washtucna, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",330,0.0031 
"53","27500","99401","WA","Anatone, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",286,0.0026 
"53","27500","99402","WA","Asotin, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",1814,0.0168 
"53","27500","99403","WA","Clarkston, WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",20224,0.1873 
"53","27701"," ","WA","[not in a ZCTA]","Yakima County (Outer)--Sunnyside & Grandview Cities",41,0.0003 
"53","27701","98901","WA","Yakima, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",5316,0.0419 
"53","27701","98903","WA","Yakima, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",2909,0.0229 
"53","27701","98908","WA","Yakima, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",7800,0.0615 
"53","27701","98921","WA","Buena, WA (PO boxes)","Yakima County (Outer)--Sunnyside & Grandview Cities",544,0.0043 
"53","27701","98923","WA","Cowiche, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",1281,0.0101 
"53","27701","98930","WA","Grandview, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",14411,0.1135 
"53","27701","98932","WA","Granger, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",5409,0.0426 
"53","27701","98933","WA","Harrah, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",1292,0.0102 
"53","27701","98935","WA","Mabton, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",4049,0.0319 
"53","27701","98936","WA","Moxee, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",6846,0.0539 
"53","27701","98937","WA","Naches, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",4341,0.0342 
"53","27701","98938","WA","Outlook, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",2112,0.0166 
"53","27701","98939","WA","Parker, WA (PO boxes)","Yakima County (Outer)--Sunnyside & Grandview Cities",194,0.0015 
"53","27701","98942","WA","Selah, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",8342,0.0657 
"53","27701","98944","WA","Sunnyside, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",22358,0.1762 
"53","27701","98947","WA","Tieton, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",3133,0.0247 
"53","27701","98948","WA","Toppenish, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",13416,0.1057 
"53","27701","98951","WA","Wapato, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",13821,0.1089 
"53","27701","98952","WA","White Swan, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",2347,0.0185 
"53","27701","98953","WA","Zillah, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",6841,0.0539 
"53","27701","99350","WA","Prosser, WA","Yakima County (Outer)--Sunnyside & Grandview Cities",121,0.001 
"53","27702","98901","WA","Yakima, WA","Yakima County (Central)--Greater Yakima City",26977,0.2078 
"53","27702","98902","WA","Yakima, WA","Yakima County (Central)--Greater Yakima City",47589,0.3666 
"53","27702","98903","WA","Yakima, WA","Yakima County (Central)--Greater Yakima City",14582,0.1123 
"53","27702","98908","WA","Yakima, WA","Yakima County (Central)--Greater Yakima City",30405,0.2342 
"53","27702","98937","WA","Naches, WA","Yakima County (Central)--Greater Yakima City",82,0.0006 
"53","27702","98942","WA","Selah, WA","Yakima County (Central)--Greater Yakima City",10169,0.0783 
